# tblastx
# Iteration: 0
# Query: KL102 all_bases
# RID: FFX3SARU114
# Database: n/a
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives, query/sbjct frames
# 1 hits found
KL102	KL102	99.291	423	3	0	8224	9492	8225	9493	0.0	925	99.53	1/2
KL102	KL102	99.189	370	3	0	10220	11329	10882	11991	0.0	874	99.73	2/1
KL102	KL102	99.252	401	3	0	16985	18187	17647	18849	0.0	831	99.75	2/1
KL102	KL102	94.000	400	24	0	20553	19354	21215	20016	0.0	812	94.75	-3/-3
KL102	KL102	99.083	327	3	0	9493	10473	10155	11135	0.0	800	99.39	1/3
KL102	KL102	98.039	357	7	0	1981	911	1982	912	0.0	727	98.32	-2/-3
KL102	KL102	94.118	323	19	0	18069	19037	18731	19699	0.0	718	94.74	3/2
KL102	KL102	96.405	306	11	0	918	1	918	1	0.0	700	98.04	-3/-2
KL102	KL102	99.672	305	1	0	2304	3218	2305	3219	0.0	689	99.67	3/1
KL102	KL102	98.986	296	3	0	1	888	1	888	0.0	685	99.32	1/1
KL102	KL102	99.667	300	1	0	3351	4250	3352	4251	0.0	684	99.67	3/1
KL102	KL102	99.642	279	1	0	13034	12198	13696	12860	0.0	661	99.64	-1/-1
KL102	KL102	100.000	301	0	0	17420	16518	18082	17180	0.0	658	100.00	-1/-1
KL102	KL102	99.644	281	1	0	11965	12807	12627	13469	0.0	641	99.64	1/3
KL102	KL102	100.000	248	0	0	3938	3195	3939	3196	0.0	632	100.00	-1/-2
KL102	KL102	99.627	268	1	0	3313	2510	3314	2511	0.0	631	99.63	-2/-3
KL102	KL102	99.628	269	1	0	10300	9494	10962	10156	0.0	619	99.63	-2/-2
KL102	KL102	98.872	266	3	0	6207	5410	6208	5411	0.0	607	98.87	-3/-1
KL102	KL102	100.000	277	0	0	7077	6247	7078	6248	0.0	605	100.00	-3/-1
KL102	KL102	97.647	255	6	0	911	1675	912	1676	0.0	586	98.04	2/3
KL102	KL102	97.600	250	6	0	5367	4618	5368	4619	0.0	560	98.80	-3/-1
KL102	KL102	99.640	278	1	0	15784	14951	16446	15613	0.0	552	99.64	-2/-2
KL102	KL102	95.402	261	12	0	923	141	923	141	0.0	548	96.93	-1/-3
KL102	KL102	97.628	253	6	0	912	1670	913	1671	0.0	539	98.02	3/1
KL102	KL102	100.000	255	0	0	16295	15531	16957	16193	0.0	534	100.00	-1/-1
KL102	KL102	99.187	246	2	0	8767	8030	8768	8031	0.0	534	99.19	-2/-3
KL102	KL102	93.657	268	17	0	19750	20553	20412	21215	0.0	504	94.78	1/3
KL102	KL102	98.718	234	3	0	11224	11925	11886	12587	0.0	485	99.15	1/3
KL102	KL102	97.717	219	5	0	9493	8837	9494	8838	0.0	484	98.63	-2/-3
KL102	KL102	98.198	222	4	0	10510	11175	11172	11837	0.0	480	99.55	1/3
KL102	KL102	98.086	209	4	0	19604	18978	20266	19640	0.0	472	99.04	-1/-1
KL102	KL102	99.502	201	1	0	14032	13430	14694	14092	0.0	466	99.50	-2/-2
KL102	KL102	97.585	207	5	0	11331	10711	11993	11373	0.0	464	99.03	-3/-3
KL102	KL102	100.000	219	0	0	17470	16814	18132	17476	0.0	463	100.00	-2/-2
KL102	KL102	98.980	196	2	0	11988	11401	12650	12063	0.0	461	99.49	-3/-3
KL102	KL102	100.000	220	0	0	15701	16360	16363	17022	0.0	460	100.00	2/1
KL102	KL102	99.005	201	2	0	9492	8890	9493	8891	0.0	457	99.50	-3/-1
KL102	KL102	98.104	211	4	0	10110	9478	10772	10140	0.0	453	98.58	-3/-3
KL102	KL102	99.492	197	1	0	15579	14989	16241	15651	0.0	450	100.00	-3/-3
KL102	KL102	100.000	184	0	0	16369	15818	17031	16480	0.0	435	100.00	-2/-2
KL102	KL102	97.209	215	6	0	11450	10806	12112	11468	0.0	427	97.67	-1/-1
KL102	KL102	99.435	177	1	0	3063	2533	3064	2534	0.0	412	99.44	-3/-1
KL102	KL102	100.000	164	0	0	18019	17528	18681	18190	0.0	401	100.00	-2/-2
KL102	KL102	98.295	176	3	0	11369	11896	12031	12558	0.0	397	98.30	2/1
KL102	KL102	100.000	159	0	0	17529	18005	18191	18667	0.0	391	100.00	3/2
KL102	KL102	99.401	167	1	0	6632	6132	6633	6133	0.0	370	99.40	-1/-2
KL102	KL102	98.895	181	2	0	8951	9493	8952	9494	0.0	369	99.45	2/3
KL102	KL102	100.000	162	0	0	16448	16933	17110	17595	0.0	369	100.00	2/1
KL102	KL102	99.435	177	1	0	14626	14096	15288	14758	0.0	369	100.00	-2/-2
KL102	KL102	98.675	151	2	0	8367	8819	8368	8820	0.0	367	100.00	3/1
KL102	KL102	82.500	200	35	0	4299	4898	4300	4899	0.0	358	86.00	3/1
KL102	KL102	98.864	176	2	0	10143	10670	10805	11332	0.0	357	99.43	3/2
KL102	KL102	96.429	168	6	0	1415	912	1416	913	0.0	355	98.81	-1/-2
KL102	KL102	98.571	140	2	0	7791	7372	7792	7373	0.0	349	99.29	-3/-1
KL102	KL102	93.976	166	10	0	20174	19677	20836	20339	0.0	336	96.39	-1/-1
KL102	KL102	99.265	136	1	0	8853	8446	8854	8447	0.0	332	100.00	-3/-1
KL102	KL102	99.281	139	1	0	3781	3365	3782	3366	0.0	331	99.28	-2/-3
KL102	KL102	99.320	147	1	0	8435	8875	8436	8876	0.0	324	99.32	2/3
KL102	KL102	100.000	140	0	0	4947	5366	4948	5367	0.0	322	100.00	3/1
KL102	KL102	100.000	133	0	0	16396	16794	17058	17456	0.0	319	100.00	1/3
KL102	KL102	100.000	141	0	0	14885	15307	15547	15969	0.0	311	100.00	2/1
KL102	KL102	99.286	140	1	0	7850	8269	7851	8270	0.0	299	99.29	2/3
KL102	KL102	99.206	126	1	0	2404	2027	2405	2028	0.0	297	99.21	-2/-3
KL102	KL102	98.611	144	2	0	7373	7804	7374	7805	0.0	286	98.61	2/3
KL102	KL102	99.130	115	1	0	9824	10168	10486	10830	0.0	270	100.00	2/1
KL102	KL102	100.000	123	0	0	16857	17225	17519	17887	0.0	269	100.00	3/2
KL102	KL102	98.333	120	2	0	383	742	383	742	0.0	258	98.33	2/2
KL102	KL102	100.000	101	0	0	8151	7849	8152	7850	0.0	254	100.00	-3/-1
KL102	KL102	100.000	105	0	0	6080	5766	6081	5767	0.0	253	100.00	-1/-2
KL102	KL102	100.000	113	0	0	16762	16424	17424	17086	0.0	249	100.00	-2/-2
KL102	KL102	92.661	109	8	0	20555	20229	21217	20891	0.0	242	94.50	-1/-1
KL102	KL102	98.319	119	2	0	11053	10697	11715	11359	0.0	240	98.32	-2/-2
KL102	KL102	100.000	103	0	0	20374	20066	21036	20728	0.0	234	100.00	-2/-2
KL102	KL102	100.000	100	0	0	3647	3946	3648	3947	0.0	231	100.00	2/3
KL102	KL102	98.969	97	1	0	3293	3583	3294	3584	0.0	223	100.00	2/3
KL102	KL102	97.895	95	2	0	7792	7508	7793	7509	0.0	220	98.95	-2/-3
KL102	KL102	97.917	96	2	0	9482	9769	10144	10431	0.0	213	97.92	2/1
KL102	KL102	97.701	87	2	0	483	743	483	743	0.0	211	98.85	3/3
KL102	KL102	97.059	102	3	0	307	2	307	2	0.0	210	97.06	-2/-1
KL102	KL102	100.000	82	0	0	1725	1970	1726	1971	0.0	208	100.00	3/1
KL102	KL102	97.059	102	3	0	3	308	3	308	0.0	206	99.02	3/3
KL102	KL102	100.000	89	0	0	15485	15219	16147	15881	0.0	205	100.00	-1/-1
KL102	KL102	100.000	84	0	0	11750	11499	12412	12161	0.0	205	100.00	-1/-1
KL102	KL102	100.000	84	0	0	14920	14669	15582	15331	0.0	199	100.00	-2/-2
KL102	KL102	100.000	92	0	0	9770	9495	10432	10157	0.0	194	100.00	-1/-1
KL102	KL102	100.000	100	0	0	16518	16817	17180	17479	0.0	193	100.00	3/2
KL102	KL102	98.765	81	1	0	2025	2267	2026	2268	0.0	189	100.00	3/1
KL102	KL102	98.684	76	1	0	10436	10209	11098	10871	0.0	175	98.68	-1/-1
KL102	KL102	98.507	67	1	0	7326	7126	7327	7127	0.0	171	100.00	-3/-1
KL102	KL102	100.000	65	0	0	12149	11955	12811	12617	0.0	162	100.00	-1/-1
KL102	KL102	96.923	65	2	0	19870	19676	20532	20338	0.0	146	100.00	-2/-2
KL102	KL102	100.000	60	0	0	10658	10479	11320	11141	0.0	143	100.00	-1/-1
KL102	KL102	96.774	62	2	0	8880	9065	8881	9066	0.0	137	96.77	3/1
KL102	KL102	98.361	61	1	0	7133	7315	7134	7316	0.0	136	98.36	2/3
KL102	KL102	98.246	57	1	0	9207	9377	9208	9378	0.0	130	98.25	3/1
KL102	KL102	98.765	81	1	0	10467	10225	11129	10887	0.0	123	98.77	-3/-3
KL102	KL102	98.113	53	1	0	8382	8224	8383	8225	0.0	121	100.00	-3/-1
KL102	KL102	100.000	52	0	0	3086	3241	3087	3242	0.0	118	100.00	2/3
KL102	KL102	100.000	52	0	0	16323	16478	16985	17140	0.0	116	100.00	3/2
KL102	KL102	97.727	44	1	0	20273	20404	20935	21066	0.0	113	97.73	2/1
KL102	KL102	100.000	44	0	0	16478	16347	17140	17009	0.0	105	100.00	-1/-1
KL102	KL102	100.000	45	0	0	10659	10525	11321	11187	0.0	103	100.00	-3/-3
KL102	KL102	100.000	46	0	0	15347	15484	16009	16146	0.0	102	100.00	2/1
KL102	KL102	79.167	48	10	0	779	922	779	922	0.0	97.3	85.42	2/2
KL102	KL102	97.297	37	1	0	206	316	206	316	0.0	95.5	97.30	2/2
KL102	KL102	100.000	38	0	0	9491	9378	9492	9379	0.0	93.6	100.00	-1/-2
KL102	KL102	100.000	43	0	0	7963	7835	7964	7836	0.0	92.7	100.00	-2/-3
KL102	KL102	97.297	37	1	0	11906	11796	12568	12458	0.0	89.5	100.00	-1/-1
KL102	KL102	100.000	36	0	0	17274	17381	17936	18043	0.0	87.2	100.00	3/2
KL102	KL102	100.000	34	0	0	601	500	601	500	0.0	84.0	100.00	-2/-1
KL102	KL102	97.368	38	1	0	11218	11105	11880	11767	0.0	79.9	97.37	-2/-2
KL102	KL102	96.774	31	1	0	10483	10391	11145	11053	0.0	73.0	96.77	-2/-2
KL102	KL102	93.478	46	3	0	20554	20417	21216	21079	0.0	72.5	95.65	-2/-2
KL102	KL102	81.579	38	7	0	804	917	804	917	0.0	70.3	84.21	3/3
KL102	KL102	100.000	33	0	0	20020	19922	20682	20584	0.0	68.4	100.00	-2/-2
KL102	KL102	100.000	28	0	0	14818	14901	15480	15563	0.0	64.3	100.00	1/3
KL102	KL102	100.000	24	0	0	74	3	74	3	0.0	59.3	100.00	-1/-3
KL102	KL102	94.286	35	2	0	20450	20554	21112	21216	0.0	58.8	97.14	2/1
KL102	KL102	100.000	24	0	0	6749	6678	6750	6679	0.0	55.6	100.00	-1/-2
KL102	KL102	95.833	24	1	0	10013	9942	10675	10604	0.0	55.1	95.83	-1/-1
KL102	KL102	100.000	20	0	0	913	972	914	973	0.0	50.6	100.00	1/2
KL102	KL102	100.000	18	0	0	427	374	427	374	0.0	50.6	100.00	-2/-1
KL102	KL102	100.000	17	0	0	1496	1446	1497	1447	0.0	49.6	100.00	-1/-2
KL102	KL102	80.000	25	5	0	916	842	916	842	0.0	47.8	84.00	-2/-1
KL102	KL102	100.000	19	0	0	9105	9161	9106	9162	0.0	47.3	100.00	3/1
KL102	KL102	95.455	22	1	0	9426	9491	9427	9492	0.0	46.0	100.00	3/1
KL102	KL102	100.000	19	0	0	10579	10523	11241	11185	0.0	45.5	100.00	-2/-2
KL102	KL102	100.000	17	0	0	15188	15138	15850	15800	0.0	44.6	100.00	-1/-1
KL102	KL102	100.000	30	0	0	15533	15622	16195	16284	0.0	40.5	100.00	2/1
KL102	KL102	94.737	19	1	0	98	154	98	154	0.0	40.0	94.74	2/2
KL102	KL102	100.000	14	0	0	742	701	742	701	0.0	40.0	100.00	-2/-1
KL102	KL102	100.000	12	0	0	16239	16274	16901	16936	0.0	39.1	100.00	3/2
KL102	KL102	100.000	13	0	0	375	413	375	413	0.0	38.2	100.00	3/3
KL102	KL102	100.000	14	0	0	9866	9825	10528	10487	0.0	37.3	100.00	-1/-1
KL102	KL102	100.000	18	0	0	17424	17477	18086	18139	0.0	36.8	100.00	3/2
KL102	KL102	100.000	14	0	0	10760	10719	11422	11381	0.0	35.9	100.00	-1/-1
KL102	KL102	100.000	16	0	0	2	49	2	49	0.0	35.4	100.00	2/2
KL102	KL102	100.000	12	0	0	10094	10059	10756	10721	0.0	29.5	100.00	-1/-1
KL102	KL102	100.000	11	0	0	4019	3987	4020	3988	0.0	29.5	100.00	-1/-2
KL102	KL102	100.000	11	0	0	10169	10137	10831	10799	0.0	26.3	100.00	-1/-1
KL102	KL102	45.455	22	12	0	12123	12058	17517	17452	0.0	24.9	63.64	-3/-2
KL102	KL102	100.000	8	0	0	19675	19698	20337	20360	0.0	23.5	100.00	1/3
KL102	KL102	100.000	78	0	0	9594	9827	10256	10489	9.20e-69	155	100.00	3/2
KL102	KL102	100.000	46	0	0	9873	10010	10535	10672	9.20e-69	94.1	100.00	3/2
KL102	KL102	95.000	20	1	0	9492	9551	10154	10213	9.20e-69	42.8	100.00	3/2
KL102	KL102	23.529	85	65	0	10442	10696	11969	12223	4.23e-04	37.7	43.53	2/2


